QuestionID,entailment_score,contradiction_score,obligation_coverage_score,composite_score
16d027a2-3b40-4bd8-8da4-3a7e2d7eb0ca,0.29933,0.26343,0.1,0.37863
b3b7294b-038e-418c-9b73-c61911399103,0.4762,0.03793,0.0,0.47942
bc1c3cbe-0caa-4ddc-a2e0-c496df68a629,0.58201,0.20882,0.4117647058823529,0.59498
46d1b55b-582b-462e-b112-46626996d523,0.14613,0.0076,0.05,0.39618
2efd28f4-8677-4f05-82cd-d9989fb72409,0.04537,0.12575,0.25,0.38987
4cfbd620-acc4-4382-a7d8-f0252396de8b,0.45027,0.54781,0.46153846153846156,0.45467
fc535834-d668-48cf-8113-56732e6b0f85,0.619,0.13018,0.16666666666666666,0.55183
ffb8ab74-8b2e-408e-82fc-e68a532f0067,0.56058,0.04025,0.0,0.50678
17630a8e-f73d-469d-8168-dd6678f8f9f4,0.4723,0.57765,0.3333333333333333,0.40933
d997b233-eaeb-40b3-a769-8b67960c3c8f,0.39063,0.08542,0.42857142857142855,0.57793
85175207-2b48-4ae1-a44a-a1cef65b223f,0.27717,0.016,0.0625,0.44122
c8b65ec8-2d56-4dff-83b8-658bae9d5c0b,0.15903,0.13035,0.0,0.34289
3d2787b8-e137-4ee8-90da-c5c5cefc3798,0.42121,0.32453,0.0,0.36556
c81578fd-d6df-4fa0-806b-e929e4848474,0.2087,0.10298,0.3333333333333333,0.47968
7334bcf2-be2c-43e0-97d6-6dcb8a8ecb3d,0.45531,0.41321,0.3,0.44737
39e0ff5e-9098-47c2-a83c-d6e45cb1e4c6,0.27665,0.32982,1.0,0.64894
1e6b3feb-87ff-4cfc-9830-7240a476c2f2,0.33756,0.30816,0.375,0.46813
e81b0983-8fbe-4ce4-ae2e-b9edf2e73ddf,0.2978,0.39653,0.3076923076923077,0.40299
a59d1fcf-bee2-464a-875e-ab2f428f7ff2,0.61594,0.52229,0.36363636363636365,0.48576
a5c156a4-b9a4-45e9-9bd4-1ddecbc982e9,0.14837,0.08263,0.0,0.35525
f712f127-fea0-455e-88a3-a4f57e658a27,0.40613,0.36096,0.21052631578947367,0.41857
17ca672d-d2e0-45af-b852-92db9da3a664,0.39243,0.55221,0.0,0.28007
7c140755-f464-4f79-90b2-33e09f0a413a,0.29616,0.93668,0.23076923076923078,0.19675
2573b129-0534-464d-a8c6-efb36f1ec81b,0.79088,0.27054,0.2222222222222222,0.58085
424ba092-ef14-490c-b8d5-6da1cb38e368,0.35289,0.26093,0.0,0.36399
ee081c28-700b-4730-a756-cc8445795ec3,0.47479,0.40587,0.17647058823529413,0.41513
4dfe8082-d517-48f6-9227-71719323af80,0.31977,0.26203,0.0,0.35258
098e1a3f-3198-475e-b218-5401ad3dad4d,0.33131,0.03836,0.25,0.51432
9a61f8fe-0c46-44e1-b0de-80e147c77516,0.16525,0.61599,0.2857142857142857,0.27832
777e7a14-fea3-4c37-a0e6-9ffb50024d5c,0.52404,0.44361,0.4,0.49348
1c24817b-0f0e-40a3-bab3-433992019fad,0.54708,0.46847,0.36363636363636365,0.48075
010b81f5-e910-4ebb-97bb-6ed770877878,0.32952,0.22519,0.0,0.36811
fcb5bc73-5cca-45fc-aee8-861f5a3a844e,0.81464,0.05423,0.0,0.5868
309403b7-f08a-447d-8b90-f4c89c9adbc7,0.28272,0.22491,0.07692307692307693,0.37824
cb535a51-e336-4250-a5c9-26e4bbf59ba8,0.45363,0.09685,0.0,0.45226
3729f01b-d258-4825-bcd2-60af884be789,0.39119,0.31288,0.06666666666666667,0.38166
7824b4b4-bb50-432f-bc81-9f4cb80b2320,0.64097,0.61496,0.35,0.45867
2921cc6b-3d37-4e42-9384-7e2aa8ac6572,0.45665,0.13737,0.0,0.43976
d73cd946-54eb-4688-9eaa-56152e3400e5,0.29107,0.14268,0.5555555555555556,0.56798
9d11151d-cae6-4760-8759-9bcd2956e003,0.61182,0.39557,0.1,0.43875
c979ac53-3eff-4d5b-bdf7-7ced7c5cf71e,0.66979,0.68239,0.09375,0.36038
3e32bd73-84c0-4083-af8c-06db86f1195c,0.52337,0.33827,0.15789473684210525,0.44766
fd4f97ba-81c8-4456-b0f9-d4e601ad7e2b,0.63751,0.58147,0.0,0.35201
ffca564d-b579-4af5-b2b8-4367004a0957,0.45681,0.15646,0.0,0.43345
088c59f4-e12d-40a2-812d-01b65bf3f9ad,0.67012,0.37506,0.0,0.43169
cae4d720-c862-47c1-ac08-af7f29267648,0.3829,0.01547,0.0,0.45581
744d15f2-67b1-4b1c-9f56-e329a14df4e1,0.03176,0.21106,0.0,0.27357
35bb8255-0ba5-4e4e-9677-6bd2f16e9b1b,0.19298,0.17659,0.07692307692307693,0.36444
1642d721-7654-4fc8-b93d-b583fe070ea9,0.48637,0.23976,0.045454545454545456,0.43069
265b9d71-daaf-4dd2-9b07-62303d28cf60,0.59952,0.46906,0.11764705882352941,0.41604
9917e317-26ce-47c6-8cbf-fe50409f5704,0.40559,0.00313,0.6666666666666666,0.68971
ae7b5a40-2d88-4ed0-8835-0d94696e6584,0.38407,0.4572,0.0,0.30896
23eae215-559f-4c71-a091-11c157a5e76f,0.53252,0.28093,0.3,0.5172
775af9f2-8a04-4464-a9f2-e45be4a02fd1,0.28476,0.49899,0.23076923076923078,0.33885
3110f13b-54d9-41a1-95c3-17f030c2b341,0.57741,0.27684,0.15789473684210525,0.48615
8848eaf1-63fc-48f1-b9d3-f771eb64cc37,0.55966,0.28973,0.10526315789473684,0.4584
be919e83-1c9a-4210-8270-a382ee82519a,0.41875,0.45155,0.3333333333333333,0.43351
6cde3f68-4972-4766-ba54-c336c278c01f,0.39039,0.07719,0.25,0.52107
d1147448-338b-42a8-929c-b669252ebe6f,0.39766,0.06174,0.5,0.61197
c48d394b-d35e-4938-9dc3-4d19bc19dd87,0.49892,0.25494,0.0,0.41466
dc0916db-d38c-4a19-9cae-a88e9da5eacf,0.42082,0.14392,0.0,0.42563
d0bc504b-22f3-430b-94ce-fb9f54f6a4a8,0.73078,0.78852,0.3888888888888889,0.44372
ff606233-f096-4f69-9e16-7c65da45fe7a,0.28482,0.00486,0.0,0.42665
26a579af-77ae-4c1a-b728-f18efe0ab700,0.34014,0.06404,0.0,0.42537
18ad7ae1-0392-4860-ae50-891b4f1d3674,0.02278,0.00495,0.0,0.33928
abd1b235-99ad-4b68-949f-cb711814c195,0.47589,0.55908,0.0,0.3056
d5830e3e-7fa4-4220-8eca-c8e4b3b37a87,0.30644,0.0666,0.0,0.41328
584a28a6-3bee-4cf4-9f94-d16c0aed9cfb,0.39511,0.30133,0.0,0.36459
80076d79-dc87-47ae-838b-9d7a9b79f559,0.50743,0.15797,0.0,0.44982
6e1f7cfb-7beb-47f9-9c68-d2f1586dc97a,0.56668,0.11217,0.0,0.48484
27acb29a-d8b9-452f-aae8-9f92f94809da,0.40983,0.14003,0.2857142857142857,0.5185
4892d78a-eeb0-47aa-ad99-cca6c144911b,0.51155,0.00519,0.0,0.50212
4d07ee46-cad0-4c6d-b187-17927321744c,0.24539,0.01115,0.13636363636363635,0.45687
1bfaed85-dd65-4f6c-9613-45afe26f9cc5,0.71814,0.00188,0.0,0.57209
08c13869-984f-4bfa-958d-69eb9375420f,0.63974,0.27677,0.125,0.49599
f460509d-4798-4456-bc9d-5ecb7cf6f46f,0.34904,0.0749,0.0,0.42471
9b8de8cd-1aa8-4ae9-8e6d-f46519d20884,0.3401,0.11373,0.3333333333333333,0.5199
57bcb1df-a314-46bd-8538-58cc37e1146d,0.37345,0.10201,0.3333333333333333,0.53492
036813ab-8325-4b78-9336-0ffabdd3ffb5,0.26255,0.19773,0.0,0.35494
17ad6b9f-5be2-4103-9d55-013b842097c0,0.66757,0.30425,0.0,0.45444
5e511163-d1a6-4e02-ad12-c5b7d67d1c30,0.42401,0.22182,0.6,0.60073
4a1e8261-eede-4ce6-9682-ffbdc7de008f,0.4658,0.11271,0.5,0.6177
84419adc-4115-47bc-ab53-0e98c313e05d,0.18628,0.04705,0.0,0.37974
c8fddd49-c68a-4012-9d8f-d3ac18b8a65e,0.44825,0.65564,0.4666666666666667,0.41976
86ff528d-0e01-4f3c-b7f5-0d90625bf3a2,0.02586,0.12436,0.5,0.46717
91e7dd0d-b9ec-4bd8-b384-c437b0b09819,0.3339,0.0014,1.0,0.7775
430bcbb4-6694-4d84-8752-3de0136834e4,0.47163,0.49243,0.05,0.34307
3d05abfd-432d-4f59-8f13-0721dd6b9b23,0.39083,0.24344,0.42105263157894735,0.52281
4a897f0e-ff32-44ab-8ba7-2686ce2857ca,0.52888,0.29127,0.2,0.4792
e546fab4-f228-49de-8562-e35ecfbf4e06,0.33823,0.54193,0.08333333333333333,0.29321
e2e4172c-fb9f-4611-b798-aae3779bea3c,0.60851,0.49193,0.0,0.37219
0309e3f5-23be-4583-bb03-8bf9eae2aaca,0.14543,0.00268,0.6666666666666666,0.60314
184f0393-e43e-431d-933d-f74b4f83d633,0.25483,0.23867,0.4,0.47205
bb5c5dc9-9e10-4207-8ba7-7dd3ba51e489,0.15101,0.08311,0.0,0.35597
eb2f4245-b379-4a28-987b-1c238d91c8d4,0.33788,0.12847,0.0,0.40314
6cf85574-478a-47e7-9e43-959c9a3bb9b0,0.47436,0.18217,0.25,0.51406
d7f2f8fa-663e-4f37-a767-8ca38d5e31b2,0.51478,0.56419,0.0,0.31686
6767c914-e918-451d-b894-91161a05ff9e,0.14299,0.26503,0.5,0.45932
f3a4861c-ad76-4bd7-9dc7-70b7e5115df2,0.68835,0.80746,0.125,0.3353
cc6b3dc3-452e-4a49-88c7-3d6825186a46,0.4342,0.4799,0.06666666666666667,0.34032
dfa75d23-f93f-4134-a156-3bb72fe49a38,0.43526,0.20361,0.0,0.41055
ccabea98-ba30-4bf4-a5df-f27dac0a082e,0.81367,0.01345,0.5,0.76674
45eee00a-bd1a-4687-b8f7-310941734312,0.47754,0.35385,0.45454545454545453,0.52608
346eec40-8f1e-4c1b-aa7b-04cc024c63ae,0.57821,0.09708,0.07692307692307693,0.51935
4e8a490c-4a6c-43cc-be67-3a7a59dae04e,0.30271,0.01197,0.0,0.43025
267db7af-8df0-4820-98e2-2063f2a80cb2,0.13876,0.23218,0.0,0.30219
92383b15-ca26-4d21-8306-b19f4bebbefb,0.17249,0.02389,0.6666666666666666,0.60509
b681b183-52e6-49d4-8e85-9a71250a52d1,0.58878,0.31286,0.05,0.44197
abe8cc71-020e-4b4e-8f30-87586f5d33c5,0.45158,0.19663,0.0,0.41832
48277ee9-eba5-4a54-8cda-ede94e2931fe,0.57866,0.1729,0.0,0.46859
e61a3afc-2fad-42ec-afff-04a675664fbf,0.36726,0.64416,0.6,0.44103
c8a138fb-311d-483b-9fc3-cff5b4ec7ebf,0.2913,0.24479,0.0,0.34884
3f3664f0-d09f-4434-86c7-d6cb3abcf835,0.15848,0.13885,0.0,0.33988
3f12a585-8f44-4ed4-8d33-8367ac52a235,0.2021,0.02829,0.0,0.39127
f2242a03-5c33-4273-8f78-c31420d6c534,0.28503,0.01667,0.1,0.45612
a31e28ce-6473-4535-b0a3-99b2a5d3cb0b,0.53463,0.19451,0.0,0.44671
10e2f8bf-6c17-4fbd-bb75-e44ee4c2a6e7,0.12522,0.00274,0.5,0.54083
dd4ca88e-e351-44e9-b248-9a0a9e41d3f7,0.29099,0.02908,0.0,0.42064
3f06feee-0165-46ed-b134-37b11ed20200,0.39875,0.67016,0.5,0.40953
6c7d38c8-41c5-4f58-b9ef-7b064097c525,0.44747,0.00783,0.2,0.54655
a520875e-387a-4bc9-90c1-3a4abddd3652,0.61071,0.66463,0.19047619047619047,0.37885
133557b2-fab3-4c6d-9981-037fc0f87d70,0.45531,0.00836,0.0,0.48232
43009224-2008-41cf-aec5-10ca5d12881f,0.31978,0.34472,0.0,0.32502
29ebcaca-bee7-4f8a-975b-d9115ceb6014,0.34471,0.05164,0.0,0.43102
ed73b3a6-5c57-4503-95b3-d155fa5c393c,0.11888,0.0063,1.0,0.70419
36e37b6d-680c-4092-8307-af38786ddd1a,0.64915,0.59664,0.0,0.35084
3fc5b941-66d8-4600-89e9-bafce138ebc4,0.3589,0.17098,0.25,0.47931
1127bdd1-dad4-4ee9-a64e-e2d857bc68ec,0.26521,0.34053,0.21052631578947367,0.3784
21433068-58d8-4e5a-a54f-81849a1d26ba,0.17797,0.14831,0.3333333333333333,0.45433
37b16348-edea-4d8d-ae6e-fe816ab90a0a,0.7927,0.18858,0.0,0.53471
f3e2b2b6-60f2-4d02-900a-d6e144ffcc5d,0.39349,0.6775,0.0,0.23866
7fa94f0d-6a9b-4635-a821-62303b6a15f7,0.6354,0.52534,0.0,0.37002
bee4d57a-f38a-422c-bbec-18b8515d3c4e,0.30346,0.25553,0.08333333333333333,0.37709
4097d393-e386-4704-a1ca-927cab626566,0.33299,0.32727,0.3333333333333333,0.44635
79e57ab7-7031-49ad-a26f-97f7105a206d,0.41114,0.08561,0.5,0.60851
75624607-e477-4984-9028-e6ddcca01a57,0.31295,0.2526,0.05555555555555555,0.37197
aac4c4ab-3d9e-48ae-ae42-bf2dc6836073,0.23102,0.21237,0.07692307692307693,0.36519
d87f1f79-208b-47bb-9140-c9fb864dcc27,0.32705,0.04397,0.16666666666666666,0.48325
a1e29b53-03de-47be-98aa-db588960e9b6,0.22997,0.31155,0.041666666666666664,0.32003
5cac693a-98c8-48dc-8662-c984e25820cf,0.37316,0.03969,0.0,0.44449
94ad66ef-7a1b-4c69-8f81-5d5ed43fa2c1,0.17451,0.33787,0.0,0.27888
1fb1760e-1887-4fe2-b788-46fc54f9665f,0.60378,0.16845,0.2,0.54511
8f7a740b-4757-4e5b-919d-809502f511c9,0.05766,0.00211,0.0,0.35185
b9428a7d-3e50-4829-a249-44450ce36b00,0.19061,0.3618,0.0,0.27627
81163d95-1b5e-4b76-b1fb-d4e459aea0d0,0.28188,0.20939,0.0,0.3575
eb8e934c-8833-4618-9039-a723c665da79,0.51273,0.53399,0.14285714285714285,0.37387
70051a99-e7dd-4661-84c6-88ad027a3f0d,0.44639,0.18215,0.25,0.50475
0e0bde94-7ed2-427c-8a76-e48ae109ea63,0.53731,0.00651,0.0,0.51027
2e97a8ea-7608-4835-b241-ea14e213923b,0.4175,0.13959,0.07142857142857142,0.44978
b59605b1-e770-4465-8ba3-c22b112dbd87,0.19245,0.43333,0.11764705882352941,0.29226
8211d921-d5a6-4beb-97a5-243a698d1078,0.51499,0.02605,0.0,0.49631
68cac915-beda-496e-ad6e-11fc4d30aa5a,0.04815,0.00777,0.0,0.34679
39f88450-e623-4f59-a1f3-a97b815d933a,0.33955,0.00064,1.0,0.77964
7ba5d050-f6dc-40e5-8144-5ddf8ab7b7de,0.43501,0.27962,0.0,0.38513
91246c78-ea8f-4115-a62b-04b64a718950,0.25561,0.11438,0.8,0.64708
d1c4b09e-a671-4404-a527-b945cd08459c,0.48214,0.68653,0.23529411764705882,0.34363
19de2afb-28ab-4984-9ac0-b7cf7086a340,0.53373,0.2478,0.0,0.42864
4f9a49a8-6138-4d76-a6de-775914abf5e0,0.47366,0.42943,0.2,0.41474
3d889f53-cf20-4e2e-b693-b4fc3d3cd16c,0.40032,0.19656,0.2727272727272727,0.49216
0f87d647-0430-4bf9-9dbc-3c83f24f2dc3,0.44891,0.17973,0.0,0.42306
debf0e0b-fbc8-4795-afc1-9ddf766751fc,0.33168,0.23052,0.0,0.36705
0b7e7658-4a77-492d-8674-bdf647e29b82,0.70155,0.58888,0.2222222222222222,0.44496
54ab7cae-6e5f-410a-918f-986f5c99f30c,0.33432,0.06035,0.0,0.42466
5d185760-e4c4-4b66-aff4-b46fbd3bd408,0.46062,0.29037,0.0,0.39008
2c2633d6-c26d-45ca-a348-b6f5cb454583,0.28553,0.41353,0.05263157894736842,0.30821
e68b765f-1a24-4c17-9bae-2f472279bd0b,0.4926,0.44733,0.3333333333333333,0.45953
412fb8ff-f5d4-4473-8bb9-226491adefca,0.38071,0.15876,0.14285714285714285,0.45494
3f9363c2-4391-45f8-b5a7-c8ee987b0af9,0.00472,0.01254,0.0,0.33073
08d6d963-4af4-4e09-bb2a-8679ab2efe99,0.65264,0.31121,0.0,0.44714
60bba6d2-1a9b-4cbe-b162-8a3ef288e8bb,0.49017,0.54951,0.3333333333333333,0.42466
01a7a7eb-3c62-4918-8ae7-f0349ccc2cff,0.37129,0.20387,0.23529411764705882,0.46757
4a0edf66-44bb-4534-93b8-86f06eca8960,0.58846,0.21557,0.0,0.45763
9d4430d4-2305-453a-91d6-6a8d74e39896,0.39881,0.33015,0.6666666666666666,0.57844
a4849e59-2a24-44cf-875f-dc4eff25a48d,0.5047,0.61565,0.05555555555555555,0.31487
3cdf9490-fb0e-4879-9895-553330410b8c,0.15933,0.01862,0.5,0.5469
8da7b6ca-b369-4bea-91c7-8a418e287463,0.49556,0.35263,0.047619047619047616,0.39685
cf09e632-b234-46a1-955d-1798a819c8d0,0.49776,0.3444,0.0,0.38445
ad1a7d53-6104-49b9-8469-d86f337e4665,0.15266,0.25709,0.125,0.34019
aba61db3-f21e-4462-b286-387868d2c22b,0.32653,0.13258,0.0,0.39798
c13ba205-a565-487a-a527-0f021e165cb4,0.0571,0.18098,0.0,0.29204
f5ee1cfb-9219-42ae-81c0-021c0a79b69e,0.09833,0.13356,0.0,0.32159
31855224-e6bc-4236-a81d-c7eb9fc7bd00,0.62583,0.19004,0.2222222222222222,0.55267
dde44ca7-8c94-4952-b26c-b22156c73cc5,0.33732,0.00609,0.0,0.44374
ca24f122-374f-4540-81c4-525ae3abbf39,0.36869,0.0122,0.0,0.45216
2c4b1abc-c0ae-4e45-8951-102715fbd0e5,0.37276,0.808,0.0,0.18825
7bef27d0-7de2-46ae-8f42-95f37cd244a7,0.36136,0.00298,0.0,0.45279
910f30fc-68e1-4b9e-9a2e-78f15ce3f45c,0.34787,0.31468,0.16666666666666666,0.39995
2ab9bd29-9f95-40a8-bd83-651928844e78,0.45902,0.4141,0.21052631578947367,0.41848
d81607bc-da3f-494a-b243-9c77b5e0b186,0.38919,0.38311,0.15384615384615385,0.38664
c4bc7f3d-322f-42b3-b6b9-38fa87483bd3,0.31145,0.12773,0.25,0.47791
7ad09a62-41f0-427f-a0d1-ff7a6321ff16,0.35386,0.14133,0.5,0.57084
fc5341b1-8494-413d-ad40-a27d20d63f69,0.52616,0.20249,0.1111111111111111,0.47826
551995b1-e488-422e-97e8-476ad1083f14,0.23293,0.15743,0.2,0.42517
a5b605e0-5cb3-42c9-9574-9c3cfb8c9266,0.14514,0.00103,0.0,0.38137
9592cc83-a523-4a1e-9709-82fb26f6e5e9,0.40754,0.06514,0.5,0.61413
3c6ca840-0459-4889-8a55-154c6d79de7a,0.38657,0.35521,0.07142857142857142,0.3676
b1dc19af-c5d4-425d-89d8-e8e031fd2889,0.25423,0.10701,0.6666666666666666,0.60463
e704e727-e1b3-4cd9-a062-e078d988dcd7,0.49171,0.17471,0.4,0.57233
07833d63-ed16-448a-bfe7-477b9ce4c126,0.42269,0.76691,0.0,0.21859
18027044-a77e-470c-9e10-85a88db134b0,0.27901,0.5468,0.3333333333333333,0.35518
16bcbd94-625a-46c8-9c24-c627b5225bed,0.04188,0.13397,0.5,0.4693
f76e9bba-fe46-45ff-8b78-18d9ed232e58,0.34172,0.36427,0.2,0.39248
96c3349e-0c95-43d1-8997-72bbf12717f0,0.53913,0.13633,0.25,0.55093
3a7a2472-59b9-4ae2-a71a-abe8c9792dfb,0.1858,0.01486,0.0,0.39031
ca34a234-6e01-472f-8591-395d4e6e843a,0.68177,0.02347,0.3333333333333333,0.66388
acb8cfa8-fe07-42a4-8123-564f8afabbc0,0.40352,0.01978,0.0,0.46125
3c8f51ba-d6a7-4c55-883f-90d06ad55e85,0.31459,0.03992,0.0,0.42489
b06586d3-6681-4179-b3cc-81970620ee12,0.48138,0.56975,0.3333333333333333,0.41499
926e8171-160f-44b4-b772-19878653c6a0,0.48244,0.26475,0.0,0.4059
9524b3ce-8492-44f5-97ea-9d04954458c7,0.63711,0.31935,0.14814814814814814,0.48864
b76cb0c7-18a9-421c-a8eb-01907bd88f37,0.303,0.48957,0.15384615384615385,0.32243
badaace2-b79b-4b32-978b-a4b7ffe39c0d,0.31856,0.35024,0.09090909090909091,0.35308
7c60a499-d6da-4365-a4c1-8091452b4e93,0.25722,0.25878,0.0,0.33281
c61d85f5-06eb-4c54-afeb-ad2ba9f558e2,0.40189,0.24122,0.0,0.38689
ae06705f-b9b8-4ac9-be54-54ba5e3b9e22,0.57793,0.25843,0.0,0.43983
187d2e8d-9d9d-435b-8586-fcdfc3f820de,0.52713,0.34343,0.08,0.42123
e697e8cd-2567-4a91-bd19-08fae48a3ebf,0.29005,0.34811,0.4090909090909091,0.45034
efa91d85-b784-4355-a526-76a2faac8f44,0.3762,0.35727,0.2857142857142857,0.43488
497d8e88-e33c-48a1-820d-9583f5c9dd35,0.78334,0.03141,0.5,0.75064
c8f38eaf-30b7-4cd2-918c-8fbfa59a19a3,0.23257,0.07941,0.3333333333333333,0.4955
65f7edc9-4a7b-487e-a8b3-74b6f1c298da,0.40687,0.2924,0.15384615384615385,0.42277
888b913c-27ca-40e1-8c6d-45d1e269d02e,0.63862,0.33637,0.2,0.50075
eb929bda-baec-489d-a4f8-65538e7f16aa,0.17603,0.29812,0.0,0.29264
62a5f9b3-4432-46a5-943c-c6b865febd9e,0.33022,0.18068,0.1875,0.44568
fd6788e0-c5f9-4853-8dca-953fd6524b1d,0.18661,0.10871,0.75,0.6093
2e90c0d3-5473-4611-86f1-641061aa13df,0.36289,0.10124,0.0,0.42055
d6dd77b1-4500-4ac9-86f8-e696f53d6b97,0.47819,0.22524,0.16666666666666666,0.47321
4a81ed3d-0a14-4f8e-b5b9-1565c6fc5402,0.45377,0.02153,0.0,0.47741
83ed9312-4452-4b5a-a65a-f6eb5424f714,0.48159,0.36273,0.2,0.43962
48e1d598-d90b-4cce-9541-893949e5eb19,0.28181,0.39578,0.1875,0.35784
f46cc814-4e06-4d12-ad19-0b04ad2e1469,0.3911,0.26669,0.0,0.3748
544cdd22-defe-45e3-85d0-5567e2fb49f2,0.68568,0.40751,0.5384615384615384,0.60554
65dfa902-1a26-40e5-a635-18262e39ec68,0.12552,0.26021,0.3,0.38844
8d647543-037a-4e85-ad1d-5c836c6c5e65,0.35989,0.33096,0.0,0.34298
426af887-5049-4123-acfd-e0e25b5a7195,0.06883,0.24584,0.5,0.441
8e37d550-9bb0-4125-be5c-b08c86701cfa,0.49727,0.12501,0.05263157894736842,0.47496
52b3a294-6541-4df1-9b39-679d51030da7,0.0392,0.06932,0.0,0.32329
567085cc-bf1f-47b8-8d59-efdda8612597,0.07193,0.17563,0.35714285714285715,0.41781
